,symbol,asv1,asv2,asv3,date1,date2,date3,quarter,year_end,qtr,eps_est,eps,release_time,result,slope1,slope2,slope3
3762,ORCL,34.0,15.0,9.5,2018-03-01,2018-04-01,2018-05-01,Q2,2018,05/2018,0.94,0.99,post,1,-2.9962470790133365e-06,3.2932797317559883e-07,4.3843133158886085e-07
3763,ORCL,20.25,16.0,17.5,2018-06-01,2018-07-01,2018-08-01,Q3,2018,08/2018,0.68,0.71,post,1,-2.1264621630715827e-06,1.3379373094108386e-06,3.211757198750338e-07
3764,ORCL,22.4,18.0,11.75,2018-09-01,2018-10-01,2018-11-01,Q4,2018,11/2018,0.78,0.8,post,1,1.9281765325823203e-06,-9.203547129458589e-07,-6.015185482859058e-07
3765,ORCL,14.8,14.75,8.25,2019-03-01,2019-04-01,2019-05-01,Q2,2019,05/2019,1.073,1.16,post,1,4.369657425411544e-07,5.60832870241733e-07,-1.2520487942514659e-06
3766,ORCL,13.25,9.2,8.25,2016-06-01,2016-07-01,2016-08-01,Q3,2016,08/2016,0.58,0.55,post,-1,3.6448383369495334e-07,1.7367333500865725e-07,1.4027545665112743e-07
3767,ORCL,9.0,4.8,6.75,2016-09-01,2016-10-01,2016-11-01,Q4,2016,11/2016,0.61,0.61,post,0,-9.477394766893074e-07,-2.829062326591801e-07,8.577358631289145e-07
3768,PCAR,6.8,2.0,8.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.88,0.88,pre,0,8.334311392064198e-07,-2.3611824459281947e-07,-3.0371838019610805e-07
3769,PCAR,3.4,6.5,9.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.99,1.06,pre,1,-4.6788399487440684e-07,-2.1367724733438823e-06,3.661754865603243e-07
3770,PCAR,12.6,6.5,6.25,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.09,1.14,pre,1,5.989889668951433e-07,-1.3163471570161701e-06,3.248177569323431e-06
3771,PCAR,8.0,6.0,6.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.12,1.18,pre,1,-1.01378688896086e-06,-1.321906542612369e-06,3.4507918044807424e-07
3772,PCAR,10.0,19.5,13.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.31,1.45,pre,1,1.412235341814485e-06,1.5551820965380442e-07,-2.089940936241105e-06
3773,PCAR,3.2,4.0,13.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.43,1.59,pre,1,-4.0653520112397936e-07,4.2375472766453384e-07,-1.3072431492697678e-06
3774,PCAR,11.2,6.0,10.8,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.5,1.55,pre,1,2.0647947381218485e-06,2.06184000596163e-06,2.462881042209103e-07
3775,PCAR,15.5,15.25,14.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.57,1.65,pre,1,-6.0760682069174445e-06,1.1281965799926663e-06,-1.4391637436441258e-06
3776,PCAR,17.0,11.25,7.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.652,1.81,pre,1,2.7163904762776935e-06,1.9963147264102038e-06,1.128821804304271e-07
3777,PCAR,7.75,7.75,3.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.807,1.78,pre,-1,1.2977788325975328e-06,-1.260042431949913e-06,1.4508765188113001e-06
3778,PCAR,7.8,7.25,9.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.99,0.98,pre,-1,3.4191645484793677e-06,1.1289659706544443e-06,-3.508732846194956e-08
3779,PCAR,1.8,0.0,8.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.87,0.82,pre,-1,-1.9653973187404818e-06,3.171402194039563e-06,-2.1379011803726465e-07
3780,PKG,25.0,26.5,16.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.24,1.27,post,1,3.084539454131017e-06,-1.9795411744564064e-08,-1.073509367974964e-06
3781,PKG,19.4,17.75,17.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.48,1.52,post,1,3.0923330322819692e-06,6.606748559681232e-07,3.6196449429918847e-06
3782,PKG,17.2,7.0,21.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.69,1.68,post,-1,-1.3211746453347982e-06,2.7048867277740544e-07,1.1622909105390297e-06
3783,PKG,16.4,9.75,14.2,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.51,1.56,post,1,1.8391748047777255e-07,1.1108366733527265e-07,1.4412120780515592e-06
3784,PKG,19.5,32.0,25.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.53,1.55,post,1,-7.299441473020493e-07,5.036824321314338e-07,-2.8337779615953022e-06
3785,PKG,13.0,6.5,16.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.97,2.08,post,1,2.7032860482414186e-06,2.8674636812747834e-06,-4.675608625839738e-06
3786,PKG,20.6,35.5,42.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.15,2.23,post,1,-1.304566778426925e-07,9.915181145610178e-08,8.65404201427635e-07
3787,PKG,41.25,28.0,37.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,2.15,2.17,post,1,-7.378225348006109e-06,1.0533918059393071e-07,-7.371313366143698e-06
3788,PKG,31.0,24.5,27.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.956,1.98,post,1,3.6113476930966885e-06,1.9462312664634852e-06,-7.426725975689886e-08
3789,PKG,34.75,9.25,14.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,2.032,2.04,post,1,-1.9310823222500078e-06,-4.5621620819870984e-06,-3.01886619821404e-07
3790,PKG,6.2,7.75,7.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.31,1.3,post,-1,3.7356782044363158e-06,1.937074358310284e-06,6.721461481085448e-07
3791,PKG,9.0,18.25,3.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.16,1.23,post,1,5.791538270817832e-07,2.90589411118366e-06,-5.538585666439049e-07
3792,PH,31.4,26.5,38.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.87,2.11,pre,1,2.679816476756471e-06,3.9530188894595665e-06,4.809255533517833e-07
3793,PH,30.6,26.5,17.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,2.31,2.45,pre,1,8.018917990520729e-07,-5.661752333791078e-07,6.590301666914672e-07
3794,PH,22.6,27.0,21.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,2.02,2.24,pre,1,2.0335619138273357e-06,-2.131131697592966e-06,8.238379665676578e-06
3795,PH,35.8,19.75,24.6,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,2.06,2.15,pre,1,3.334984297603453e-06,3.0476531908163233e-07,6.428647259280359e-06
3796,PH,33.0,36.5,38.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,2.62,2.8,pre,1,1.5189201643852175e-06,-1.9075969211533683e-06,-2.9822186135049994e-06
3797,PH,28.0,33.25,42.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,2.91,3.22,pre,1,-1.1966898959846025e-06,2.822271422917079e-06,-9.959201112173694e-06
3798,PH,29.8,39.0,45.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.51,2.84,pre,1,3.8128463229536823e-06,1.680849463127477e-06,6.043271870627201e-06
3799,PH,24.5,35.0,32.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,2.41,2.51,pre,1,-1.7113972205119185e-05,1.3260853448116637e-06,-9.066439849181104e-06
3800,PH,31.25,30.0,29.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,3.015,3.17,pre,1,4.992509509069484e-06,6.607795188991077e-06,-3.0110710114284134e-06
3801,PH,25.0,37.5,27.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,3.112,3.31,pre,1,2.164255374435287e-06,-9.791790081186376e-06,4.483558410188843e-06
3802,PH,30.6,23.5,14.75,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.57,1.61,pre,1,2.520707254842994e-06,3.0289048476526484e-06,3.286265569615233e-07
3803,PH,26.2,31.75,18.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.4,1.91,pre,1,-1.7620780646760901e-06,7.446135060196195e-06,-5.639388840113149e-07
3804,PAYX,8.0,12.0,17.5,2017-03-01,2017-04-01,2017-05-01,Q2,2017,05/2017,0.53,0.54,pre,1,-1.1506557781703084e-06,6.664379834190182e-07,1.137608605534544e-07
3805,PAYX,13.25,7.4,13.25,2017-06-01,2017-07-01,2017-08-01,Q3,2017,08/2017,0.6,0.62,pre,1,-5.953805095765668e-07,4.998314829363041e-07,2.441151538862811e-07
3806,PAYX,10.75,11.8,8.0,2017-09-01,2017-10-01,2017-11-01,Q4,2017,11/2017,0.59,0.59,pre,0,1.5888807869082973e-06,9.457089274616395e-07,7.613037962441811e-07
3807,PAYX,18.25,14.4,14.0,2018-03-01,2018-04-01,2018-05-01,Q2,2018,05/2018,0.61,0.61,pre,0,-1.6409391577884436e-06,-4.0624372778899386e-07,2.0188948534423987e-06
3808,PAYX,10.0,9.6,8.0,2018-06-01,2018-07-01,2018-08-01,Q3,2018,08/2018,0.65,0.67,pre,1,7.351879892324585e-07,7.910251884420694e-07,1.4326339819457076e-06
3809,PAYX,20.4,16.0,2.0,2018-09-01,2018-10-01,2018-11-01,Q4,2018,11/2018,0.63,0.65,pre,1,-3.0759028995516016e-08,-3.95103094672648e-06,1.3410135356403624e-06
3810,PAYX,15.4,14.0,11.75,2019-03-01,2019-04-01,2019-05-01,Q2,2019,05/2019,0.645,0.63,pre,-1,1.3986374994237744e-06,1.3562087719839886e-06,1.3325512928859809e-06
3811,PAYX,6.75,17.8,17.5,2016-06-01,2016-07-01,2016-08-01,Q3,2016,08/2016,0.57,0.6,pre,1,6.937961210088492e-07,-1.9863584618321172e-07,7.923542495349605e-07
3812,PAYX,9.5,5.6,2.25,2016-09-01,2016-10-01,2016-11-01,Q4,2016,11/2016,0.55,0.56,pre,1,-1.0782494867885183e-06,-7.240677280723508e-07,2.0462645155683116e-06
3813,PAYC,1.4,11.75,5.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.42,0.47,post,1,4.887640006453669e-07,4.900612766078869e-06,1.1361797912719627e-07
3814,PAYC,9.8,16.0,14.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.2,0.26,post,1,1.4283632840844178e-06,1.295305768701113e-06,1.269294277208328e-06
3815,PAYC,11.6,8.75,3.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.19,0.29,post,1,1.9067108240259279e-06,1.890276846262761e-06,2.6886302434576483e-07
3816,PAYC,13.8,14.75,15.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.23,0.29,post,1,2.3868439058264696e-06,2.224502017044577e-06,1.723887530530102e-06
3817,PAYC,26.0,16.25,22.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.9,0.95,post,1,4.660165417661339e-06,6.924068468476494e-06,2.2902218739109633e-06
3818,PAYC,15.6,18.0,9.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.49,0.59,post,1,3.6671108867873276e-06,-2.1895397215442254e-06,-2.882663903942197e-06
3819,PAYC,18.0,8.0,14.8,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.52,0.52,post,0,3.013957763099484e-06,9.69192032101589e-06,2.0597534406716825e-07
3820,PAYC,19.25,10.75,4.0,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.48,0.55,post,1,-7.416821713854761e-06,1.0675249963458984e-07,-7.475852019529114e-06
3821,PAYC,6.25,24.5,12.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.114,1.19,post,1,1.0821523949219841e-05,1.124711748523344e-05,3.857833850685891e-06
3822,PAYC,16.0,21.75,23.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.696,0.75,post,1,5.024579229827214e-06,2.7179273969364213e-06,6.708479724784068e-06
3823,PAYC,4.8,2.0,4.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.11,0.15,post,1,1.5325617226733247e-06,4.926616766515834e-07,-7.224359228235544e-07
3824,PAYC,10.4,3.75,1.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.12,0.18,post,1,9.828923600042497e-07,-6.117563405453762e-07,5.746492212141909e-07
3825,PYPL,9.8,8.5,5.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.41,0.44,post,1,-1.5462426167938608e-07,1.5314693545625748e-06,2.1258554007738143e-07
3826,PYPL,8.8,8.0,9.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.42,0.46,post,1,1.559721064332361e-06,1.0873449113436685e-06,1.0609390606961624e-07
3827,PYPL,21.6,16.25,13.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.44,0.46,post,1,2.721572227833684e-06,9.312821372680527e-07,1.3289865864158611e-06
3828,PYPL,29.4,32.75,27.0,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.52,0.55,post,1,3.060833656718087e-06,1.6736800670425685e-06,6.414288879393573e-07
3829,PYPL,34.75,26.75,22.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.54,0.57,post,1,3.770035077911742e-06,1.7484267203616077e-06,-1.1647278265733587e-06
3830,PYPL,26.8,20.75,23.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.56,0.58,post,1,3.2753485873504944e-07,3.465379248484581e-06,-6.854216844354703e-07
3831,PYPL,29.8,25.0,27.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.54,0.58,post,1,7.14949858459314e-07,2.532117470183703e-06,-7.298253538090921e-07
3832,PYPL,36.25,23.5,17.0,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.67,0.69,post,1,-1.260534657271406e-07,-1.508741971944392e-06,-1.8217294247914603e-06
3833,PYPL,27.25,19.25,18.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.677,0.78,post,1,2.400512187279319e-06,3.030732964131702e-06,3.4569906835811085e-06
3834,PYPL,23.75,20.25,18.8,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.745,0.86,post,1,2.3868802290759777e-06,3.659240509310214e-07,2.597304567413263e-06
3835,PYPL,11.2,4.5,8.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.35,0.35,post,0,5.312075590105698e-07,3.404828106319003e-08,1.5021852742958603e-06
3836,PYPL,8.2,6.75,5.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.42,0.42,post,0,1.1901815546818722e-06,-6.741504259227032e-07,3.7710751796572673e-07
3837,PENN,3.4,2.0,3.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.08,0.24,pre,1,-7.391546175896499e-08,2.0062917308680053e-07,1.7010541489859968e-06
3838,PENN,2.8,2.25,2.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.27,0.18,pre,-1,1.3728231670603503e-07,4.843010188686692e-07,7.223303008110388e-07
3839,PENN,2.0,2.5,2.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.23,0.27,pre,1,-1.222744573161692e-07,3.4570851032118657e-07,2.150286247093927e-07
3840,PENN,3.2,2.5,2.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.19,-0.04,pre,-1,1.0275824096200401e-06,8.434268234006153e-07,1.3311091856705018e-06
3841,PENN,2.75,2.5,2.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.39,0.48,pre,1,8.505764058864416e-07,-1.9010075597608671e-06,-1.0216946647205239e-07
3842,PENN,2.6,2.75,2.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.49,0.57,pre,1,1.4608311491280895e-06,1.8792122941267014e-06,2.143472768273537e-07
3843,PENN,1.8,3.0,3.4,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.43,0.38,pre,-1,-8.596693535974095e-07,1.6482773371709285e-06,-5.806963706891872e-08
3844,PENN,2.0,2.25,2.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.378,0.35,pre,-1,1.193985399075651e-06,-1.5423982522857807e-07,-1.9634376424941117e-06
3845,PENN,2.25,2.5,1.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.348,0.44,pre,1,5.068794829839567e-07,2.2131676725516166e-07,-8.133874981701046e-08
3846,PENN,3.0,3.5,2.75,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.27,0.51,pre,1,3.2334970208056096e-07,-1.342028599538054e-07,-3.6410580737572357e-07
3847,PENN,3.6,3.0,3.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,-0.14,0.05,pre,1,-4.281595709512512e-07,7.001849023045897e-07,2.1016242317822642e-07
3848,PNR,46.2,29.25,26.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.61,0.65,pre,1,1.3675004882711798e-06,2.1855204588255437e-07,1.463479918100438e-06
3849,PNR,14.2,37.0,34.5,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.0,1.0,pre,0,8.570507773300594e-07,5.737598782508803e-07,9.17573846002731e-08
3850,PNR,23.2,24.5,21.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.93,0.95,pre,1,-1.949714716025366e-06,-7.057390640137111e-07,2.804083466878691e-06
3851,PNR,24.0,31.75,16.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.94,0.93,pre,-1,4.5383889311963467e-07,2.4131678446092566e-07,2.2856364768129602e-07
3852,PNR,11.25,31.0,27.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.83,0.88,pre,1,3.451762205501668e-07,6.066017605288718e-07,2.6441054810653964e-07
3853,PNR,20.6,40.0,16.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.69,0.71,pre,1,-4.7424187416616527e-07,1.516964161370955e-07,-1.1477684949054893e-06
3854,PNR,11.2,22.5,19.8,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.52,0.54,pre,1,5.742387308406987e-07,-1.1769537370953638e-07,4.3533684928352605e-07
3855,PNR,16.5,13.75,2.4,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.59,0.6,pre,1,-1.8397117486472306e-06,5.837959418044581e-08,-1.9418084370364328e-06
3856,PNR,19.5,8.25,6.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.652,0.69,pre,1,-3.1435333117223928e-06,-1.5370967062589504e-06,3.87617113160591e-07
3857,PNR,13.8,21.0,13.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.73,0.78,pre,1,1.9360171830649386e-06,7.129447400826802e-07,-1.1847388067090501e-07
3858,PNR,20.8,32.0,19.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.73,0.78,pre,1,-3.1078805534894152e-06,1.0492565827876611e-06,-1.6982083048808261e-06
3859,PBCT,15.0,11.0,4.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.22,0.22,pre,0,-3.070649503783041e-07,3.229683844090627e-07,-5.998759786158792e-07
3860,PBCT,0.0,9.25,12.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.23,0.24,post,1,-6.833479999382448e-08,-3.7503454509050765e-07,2.4873272079884275e-07
3861,PBCT,13.6,14.0,9.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.25,0.26,post,1,-1.9116208535796263e-07,-3.6626006036217303e-07,7.250199803080676e-07
3862,PBCT,19.8,4.25,7.2,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.27,0.3,post,1,3.083613438022462e-07,1.6839341996488821e-07,-2.877857828630488e-08
3863,PBCT,15.0,19.0,10.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.3,0.3,pre,0,4.744772308343157e-07,1.4508196051877437e-07,-5.513357235650143e-07
3864,PBCT,11.8,6.5,8.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.32,0.32,post,0,-8.542751390217153e-08,1.224233770184196e-07,-3.437282317382733e-07
3865,PBCT,8.6,6.5,6.6,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.34,0.33,post,-1,7.212970212879895e-08,9.78003660050236e-08,-6.979509848203059e-07
3866,PBCT,6.0,12.25,10.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.34,0.36,post,1,-7.743044357137506e-07,2.808332221794938e-07,-1.1639549401346855e-06
3867,PBCT,14.25,10.0,21.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.333,0.3,post,-1,8.910396226491893e-07,5.546218754963407e-07,-6.779424345543001e-07
3868,PBCT,6.25,18.25,22.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.335,0.34,post,1,2.444576940096531e-07,-7.756574257497493e-07,3.060953740301574e-07
3869,PBCT,8.2,5.5,2.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.23,0.25,post,1,3.179726990718426e-07,3.9791287956528973e-07,-2.633818656475045e-07
3870,PBCT,4.0,17.0,31.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.24,0.24,post,0,2.497723556358398e-07,1.0315277321486378e-06,1.0451216141514631e-07
3871,PEP,22.8,25.25,27.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.91,0.94,pre,1,4.0960948010340805e-08,2.8870092164583694e-06,1.23829413931678e-06
3872,PEP,29.0,21.0,21.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.39,1.5,pre,1,9.819436725178703e-07,2.147180063111766e-06,-4.7195634159933956e-07
3873,PEP,29.8,22.5,7.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.42,1.48,pre,1,9.949867472500383e-07,-1.0240843207392286e-07,-2.3438669380143558e-06
3874,PEP,33.8,22.25,17.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.3,1.31,pre,1,3.0195443533131526e-07,2.9771216332460477e-06,1.0379081010935432e-06
3875,PEP,21.0,51.0,26.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.92,0.96,pre,1,1.450860705688012e-06,-3.2110932548698147e-06,-1.0202138285730097e-06
3876,PEP,29.0,38.0,31.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.51,1.61,pre,1,-3.921238739536476e-06,1.4233099057398986e-06,4.087005897354161e-06
3877,PEP,39.4,32.0,32.6,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.56,1.59,pre,1,2.7394752119764166e-06,-1.3354978857386716e-06,-4.1325699204704493e-07
3878,PEP,19.0,30.0,37.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.917,0.97,pre,1,6.381735463690498e-07,1.817192374427992e-06,2.9972194035810892e-06
3879,PEP,35.25,27.75,32.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.499,1.54,pre,1,2.8156676751772613e-06,9.354650757289623e-07,8.479267310789078e-07
3880,PEP,21.8,14.75,26.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.32,1.4,pre,1,8.067735990782978e-07,-4.916690895971194e-07,4.3636383888789744e-07
3881,PEP,23.8,23.5,22.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.16,1.2,pre,1,1.6108513677847437e-07,-2.472240731175133e-06,1.911886645205347e-06
3882,PKI,11.8,9.25,4.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.54,0.55,post,1,-5.506167380573722e-07,1.0843783884038116e-06,1.587794185003087e-06
3883,PKI,19.0,12.25,22.5,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.67,0.67,post,0,7.711787704753506e-07,9.78962627382083e-07,2.022899287775473e-06
3884,PKI,10.2,17.5,17.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.72,0.73,post,1,-7.043381106968315e-07,2.1640258215962328e-07,5.311560633712209e-07
3885,PKI,20.6,13.5,11.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.94,0.97,post,1,8.419097158396276e-07,1.0772808622604218e-06,1.5033438045651407e-06
3886,PKI,22.5,13.25,19.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.61,0.63,post,1,2.8049518276775566e-06,2.6751415134965183e-07,-7.596897771309153e-08
3887,PKI,9.0,15.75,13.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.86,0.91,post,1,-4.2473199211325073e-07,9.128641492769232e-07,-2.3149144322837365e-06
3888,PKI,14.4,24.5,14.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.92,0.9,post,-1,2.49608365065662e-06,2.446050093985268e-06,1.8036016348725587e-06
3889,PKI,11.0,19.5,18.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.16,1.18,post,1,-4.354263074865698e-06,2.6762080797712543e-07,-5.891386864676896e-06
3890,PKI,21.5,19.0,6.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.661,0.69,post,1,5.424541921310287e-06,9.63085830389011e-07,5.65657306186255e-07
3891,PKI,17.5,13.0,23.8,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.004,1.0,post,-1,-2.1445997087668384e-06,-4.599480821157189e-06,3.0707894158981113e-06
3892,PKI,13.2,14.0,2.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.66,0.68,post,1,1.5172632264833154e-06,-6.571969789518609e-07,1.120081998323399e-06
3893,PKI,6.0,12.25,10.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.86,0.83,post,-1,-2.3491570148407925e-06,1.8746021888979925e-07,2.9457491952004596e-07
3894,PRGO,17.6,50.25,7.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.98,1.05,post,1,-6.107555981352287e-06,2.58651129943503e-06,-2.37644248175519e-06
3895,PRGO,26.6,15.5,11.5,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.95,1.22,pre,1,1.7373606672533309e-06,-1.5966441207075968e-06,1.6933142998306725e-06
3896,PRGO,28.2,30.75,18.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.1,1.39,pre,1,9.563689751252877e-07,3.8390644794694085e-06,1.9061282557259743e-06
3897,PRGO,17.8,21.5,15.0,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.24,1.28,pre,1,-1.5101186603215169e-06,2.0650051300246545e-06,1.424479867276479e-06
3898,PRGO,0.0,3.5,13.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.14,1.26,pre,1,1.1392861279827558e-06,-1.5933447078704089e-06,-4.383593537183564e-07
3899,PRGO,5.6,17.5,7.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.21,1.22,pre,1,-1.6711605213756939e-06,-6.651427736364905e-07,3.419720126565828e-07
